,PM2.5_Concentration(microgram/m3),Ozone_Concentration(microgram/m3),NOx_Concentration(ppb),Temperature(Celsius),Wind_Speed(m/s),Relative_Humidity(%),Solar_Radiation(w/m2)
2016-09-19 15:00:00,58.09,13.23,51.8,34.17,1.11,36.42,264.33
2016-09-19 16:00:00,67.08,58.28,63.32,32.9,0.73,40.25,111.5
2016-09-19 17:00:00,119.0,70.51,122.72,31.43,0.53,45.58,36.42
2016-09-19 18:00:00,149.5,59.5,166.41,29.37,0.36,53.67,4.58
2016-09-19 19:00:00,131.83,41.33,270.3,27.68,0.36,62.17,3.33
2016-09-19 20:00:00,155.17,32.28,395.92,26.9,0.33,67.0,3.33
2016-09-19 21:00:00,146.5,19.62,271.21,25.98,0.3,68.42,3.25
2016-09-19 22:00:00,125.0,17.3,193.96,25.4,0.3,69.75,3.25
2016-09-19 23:00:00,128.5,19.69,208.33,24.85,0.3,71.33,3.42
2016-09-20 00:00:00,121.0,7.78,288.13,24.16,0.3,72.42,3.42
2016-09-20 01:00:00,120.5,20.57,196.35,23.78,0.3,74.67,3.5
2016-09-20 02:00:00,113.33,19.12,81.71,23.53,0.3,73.83,3.42
2016-09-20 03:00:00,86.5,21.27,86.35,23.16,0.3,76.08,3.5
2016-09-20 04:00:00,65.0,24.35,116.97,23.13,0.3,77.5,3.42
2016-09-20 05:00:00,52.17,21.03,141.54,23.0,0.3,78.33,3.5
2016-09-20 06:00:00,91.33,22.08,190.17,23.4,0.34,79.25,23.0
2016-09-20 07:00:00,113.17,20.15,183.12,26.42,0.58,69.58,125.33
2016-09-20 08:00:00,134.17,2.9,106.16,30.43,0.79,55.42,205.42
2016-09-20 09:00:00,109.33,20.08,86.21,32.94,1.12,47.42,344.0
2016-09-20 10:00:00,106.67,29.31,65.74,34.85,1.29,39.67,369.5
2016-09-20 11:00:00,106.17,53.78,40.33,36.03,1.22,36.25,378.5
2016-09-20 12:00:00,79.0,92.18,34.63,36.7,1.3,33.67,370.92
2016-09-20 13:00:00,45.17,128.98,36.23,36.67,0.98,34.17,360.17
2016-09-20 14:00:00,77.5,186.52,33.8,36.09,0.92,35.0,318.67
2016-09-20 15:00:00,86.17,214.07,42.81,34.94,0.91,36.33,230.33
2016-09-20 16:00:00,95.17,58.92,73.68,33.37,0.83,39.5,106.5
2016-09-20 17:00:00,111.08,33.67,102.48,32.04,0.76,40.08,37.17
2016-09-20 18:00:00,110.42,18.99,227.33,30.31,0.44,45.0,4.92
2016-09-20 19:00:00,96.33,23.87,291.53,28.52,0.35,54.58,3.83
2016-09-20 20:00:00,127.92,25.44,326.38,28.18,0.35,58.17,3.67
2016-09-20 21:00:00,80.58,27.04,522.32,27.32,0.3,65.67,3.42
2016-09-20 22:00:00,174.0,24.1,582.68,26.78,0.3,69.0,3.42
2016-09-20 23:00:00,161.75,18.82,518.48,26.39,0.3,71.17,3.5
2016-09-21 00:00:00,148.0,2.9,503.03,25.83,0.3,73.67,3.42
2016-09-21 01:00:00,131.0,9.32,345.43,25.49,0.3,74.17,3.5
2016-09-21 02:00:00,127.33,22.23,173.98,25.67,0.32,70.75,3.25
2016-09-21 03:00:00,106.17,21.83,104.98,25.1,0.3,73.17,3.5
2016-09-21 04:00:00,83.17,24.32,87.64,25.13,0.31,74.17,3.33
2016-09-21 05:00:00,46.0,22.15,88.37,24.88,0.3,75.83,3.67
2016-09-21 06:00:00,88.5,19.59,121.96,25.16,0.32,75.08,27.33
2016-09-21 07:00:00,125.67,18.42,123.91,27.75,0.61,67.25,124.0
2016-09-21 08:00:00,124.0,,100.57,30.29,1.24,58.13,163.0
2016-09-21 12:00:00,67.0,,43.24,36.03,1.38,43.92,364.08
2016-09-21 13:00:00,72.25,9.28,55.53,36.15,1.68,43.0,372.17
2016-09-21 14:00:00,123.0,40.43,19.77,36.03,1.31,41.33,351.67
2016-09-21 15:00:00,45.42,61.72,21.21,34.67,0.95,44.92,225.67
2016-09-21 16:00:00,42.08,37.02,42.07,31.72,1.04,49.33,54.25
2016-09-21 17:00:00,78.42,21.16,108.29,30.56,0.98,50.0,26.5
2016-09-21 18:00:00,104.33,17.73,153.0,30.32,1.85,49.5,4.75
2016-09-21 19:00:00,96.0,20.92,68.27,29.17,2.63,61.67,3.17
2016-09-21 20:00:00,79.5,19.2,68.81,27.95,1.56,62.0,3.25
2016-09-21 21:00:00,20.17,28.52,36.18,26.99,2.2,65.08,3.08
2016-09-21 22:00:00,33.92,34.45,27.29,26.59,2.15,67.0,3.42
2016-09-21 23:00:00,44.08,35.52,22.58,26.03,2.3,69.33,3.25
2016-09-22 00:00:00,45.0,3.59,18.72,25.51,1.42,72.5,3.33
2016-09-22 01:00:00,51.0,,17.07,25.33,0.93,73.92,3.5
2016-09-22 02:00:00,50.5,11.57,32.42,25.08,1.22,75.08,3.25
2016-09-22 03:00:00,47.33,13.79,22.25,24.69,1.53,77.25,3.17
2016-09-22 04:00:00,36.0,17.66,16.27,24.23,1.47,79.0,3.17
2016-09-22 05:00:00,,21.68,13.63,23.97,2.02,79.42,3.42
2016-09-22 06:00:00,27.67,21.99,25.13,23.78,3.02,79.08,7.08
2016-09-22 07:00:00,46.83,22.21,39.24,24.07,3.32,76.17,21.5
2016-09-22 08:00:00,46.82,1.83,44.68,23.75,2.95,73.17,65.58
2016-09-22 09:00:00,32.75,,38.65,26.17,2.73,65.17,308.5
2016-09-22 10:00:00,44.4,12.5,60.24,28.03,3.05,57.33,334.58
2016-09-22 11:00:00,35.33,16.68,49.66,27.77,2.69,58.75,332.42
2016-09-22 12:00:00,35.5,25.07,46.82,28.42,2.92,58.5,330.08
2016-09-22 13:00:00,,36.79,40.33,29.37,2.63,57.67,375.33
2016-09-22 14:00:00,20.83,38.37,38.38,29.7,2.12,55.67,348.5
2016-09-22 15:00:00,19.67,43.71,33.17,29.38,1.9,55.83,292.75
2016-09-22 16:00:00,22.17,15.1,33.33,28.82,1.22,56.75,110.5
2016-09-22 17:00:00,42.67,14.28,63.09,27.87,0.87,59.33,34.67
2016-09-22 18:00:00,42.83,16.17,68.16,26.62,0.51,62.0,3.83
2016-09-22 19:00:00,50.67,20.01,92.47,26.28,1.07,61.42,3.33
2016-09-22 20:00:00,44.0,17.82,97.61,25.86,1.37,65.17,3.33
2016-09-22 21:00:00,30.0,18.51,74.6,25.54,1.89,68.17,3.33
2016-09-22 22:00:00,28.0,23.35,48.7,24.98,1.37,69.67,3.42
2016-09-22 23:00:00,19.33,25.65,39.97,24.26,0.89,72.58,3.33
2016-09-23 00:00:00,27.17,1.03,38.63,23.86,0.66,74.5,3.08
2016-09-23 01:00:00,33.44,5.52,42.75,23.57,0.76,76.33,3.5
2016-09-23 02:00:00,38.0,14.73,29.89,23.43,0.58,77.92,3.25
2016-09-23 03:00:00,48.17,18.72,27.63,23.27,0.51,78.25,3.33
2016-09-23 04:00:00,18.83,19.27,29.87,23.0,0.43,79.0,3.17
2016-09-23 05:00:00,,19.23,38.68,22.89,0.49,79.0,3.33
2016-09-23 06:00:00,29.17,18.23,54.5,23.01,1.04,79.75,22.75
2016-09-23 07:00:00,51.5,23.02,49.99,24.62,1.1,75.42,114.67
2016-09-23 08:00:00,55.33,7.26,51.08,27.38,1.13,66.33,188.83
2016-09-23 09:00:00,37.83,4.7,20.99,29.36,1.13,59.42,339.67
2016-09-23 10:00:00,43.0,15.02,65.5,31.58,1.18,51.33,348.42
2016-09-23 11:00:00,45.67,32.27,23.69,32.04,1.32,49.0,368.5
2016-09-23 12:00:00,28.67,61.14,22.36,33.44,1.32,43.75,382.08
2016-09-23 13:00:00,,86.41,28.02,33.58,1.44,43.17,373.5
2016-09-23 14:00:00,49.33,99.6,30.61,33.2,1.33,43.08,354.67
2016-09-23 15:00:00,65.5,102.92,27.28,32.41,1.14,43.42,273.75
2016-09-23 16:00:00,65.0,68.53,28.63,31.47,0.7,44.58,111.92
2016-09-23 17:00:00,79.0,76.97,40.14,29.98,0.34,49.0,34.83
2016-09-23 18:00:00,99.33,47.38,120.58,27.89,0.35,59.17,4.67
2016-09-23 19:00:00,101.0,35.19,236.11,27.49,0.56,60.25,3.63
2016-09-24 13:00:00,60.33,64.05,20.57,33.51,1.69,41.83,371.33
2016-09-24 14:00:00,32.17,68.08,30.34,32.6,1.46,42.92,259.75
2016-09-24 15:00:00,45.25,72.68,33.02,30.73,0.73,48.0,91.5
2016-09-24 16:00:00,50.0,44.88,44.35,30.44,0.96,50.25,112.08
2016-09-24 17:00:00,69.0,36.98,50.06,29.33,0.93,53.75,38.33
2016-09-24 18:00:00,61.09,26.61,78.98,27.03,1.19,61.17,4.75
2016-09-24 19:00:00,82.55,18.55,121.33,25.99,0.37,65.5,3.67
2016-09-24 20:00:00,85.09,19.62,167.53,25.85,0.36,67.75,3.17
2016-09-24 21:00:00,59.18,24.03,260.17,25.42,0.33,71.08,3.42
2016-09-24 22:00:00,94.36,24.97,370.92,25.14,0.35,73.67,3.33
2016-09-24 23:00:00,128.36,21.57,402.9,24.78,0.3,75.58,3.58
2016-09-25 00:00:00,132.0,5.98,359.73,24.22,0.3,76.58,3.42
2016-09-25 01:00:00,96.0,15.71,134.21,23.88,0.31,76.58,3.33
2016-09-25 02:00:00,89.33,13.13,127.79,23.72,0.34,76.67,3.42
2016-09-25 03:00:00,53.83,15.54,47.86,23.82,0.3,75.42,3.42
2016-09-25 04:00:00,36.67,16.5,35.75,23.97,0.33,74.67,3.42
2016-09-25 05:00:00,,17.16,25.39,23.72,1.01,76.5,3.42
2016-09-25 06:00:00,23.67,16.87,22.9,23.58,0.55,78.92,21.58
2016-09-25 07:00:00,41.33,18.04,28.36,25.11,0.68,76.5,98.83
2016-09-25 08:00:00,59.67,7.85,21.09,28.02,0.9,67.17,221.0
2016-09-25 09:00:00,44.5,15.4,17.43,30.18,1.17,59.08,346.75
2016-09-25 10:00:00,50.83,20.48,22.26,32.04,1.16,50.0,351.17
2016-09-25 11:00:00,44.17,31.69,51.93,31.88,0.96,48.75,303.0
2016-09-25 12:00:00,32.17,56.9,23.14,33.43,1.15,40.92,346.5
2016-09-25 13:00:00,,86.77,26.99,32.43,1.03,43.58,292.33
2016-09-25 14:00:00,43.67,133.38,23.95,33.05,1.13,41.58,348.83
2016-09-25 15:00:00,52.33,151.31,40.88,31.74,0.98,46.08,193.58
2016-09-25 16:00:00,78.17,66.71,43.98,30.8,0.62,47.0,104.92
2016-09-25 17:00:00,78.17,51.8,66.1,29.44,0.35,51.08,31.58
2016-09-25 18:00:00,95.33,23.88,105.48,27.88,0.32,56.25,4.67
2016-09-25 19:00:00,76.5,19.62,150.17,27.26,0.32,58.42,3.92
2016-09-25 20:00:00,73.67,23.22,189.58,26.57,0.32,62.58,3.42
2016-09-25 21:00:00,73.83,29.73,288.97,26.03,0.3,66.75,3.42
2016-09-25 22:00:00,88.5,22.13,414.75,25.47,0.39,71.17,3.58
2016-09-25 23:00:00,114.33,24.37,369.51,24.99,0.3,73.92,3.42
2016-09-26 00:00:00,103.5,11.15,304.59,24.46,0.3,75.42,3.5
2016-09-26 01:00:00,93.33,19.67,212.13,23.97,0.3,76.58,3.42
2016-09-26 02:00:00,98.17,32.9,224.21,23.63,0.3,78.42,3.42
2016-09-26 03:00:00,65.83,33.21,193.67,23.38,0.3,79.75,3.42
2016-09-26 04:00:00,67.33,24.65,149.45,23.37,0.3,80.08,3.42
2016-09-26 05:00:00,33.0,27.77,170.83,23.17,0.3,80.75,3.17
2016-09-26 06:00:00,60.0,26.83,201.05,23.43,0.3,80.92,20.42
2016-09-26 07:00:00,103.33,23.37,240.36,25.44,0.36,75.42,89.67
2016-09-26 08:00:00,128.5,3.61,42.64,28.41,0.79,62.25,193.75
2016-09-26 09:00:00,49.0,14.05,26.71,30.22,1.04,56.33,303.92
2016-09-26 10:00:00,66.0,23.62,124.76,31.88,1.1,50.58,351.67
2016-09-26 11:00:00,71.56,42.13,31.78,32.98,1.16,45.83,346.33
2016-09-26 12:00:00,48.71,65.52,22.92,33.85,1.14,42.92,352.0
2016-09-26 13:00:00,11.09,90.44,20.16,33.96,1.02,41.0,345.42
2016-09-26 14:00:00,71.78,102.87,19.24,33.82,0.84,40.25,305.33
2016-09-26 15:00:00,71.45,101.17,50.42,32.69,1.07,44.17,224.25
2016-09-26 16:00:00,79.17,45.61,80.13,30.77,0.81,51.17,82.58
2016-09-26 17:00:00,87.5,52.31,84.87,30.01,0.44,52.08,38.08
2016-09-26 18:00:00,104.33,30.63,158.63,28.27,0.41,60.42,4.5
2016-09-26 19:00:00,129.33,31.95,299.88,27.16,0.37,66.42,3.58
2016-09-26 20:00:00,146.0,38.05,423.83,26.79,0.31,69.58,3.58
2016-09-26 21:00:00,146.17,28.15,546.51,26.35,0.32,71.58,3.5
2016-09-26 22:00:00,139.67,17.63,117.12,26.38,0.77,68.33,3.58
2016-09-26 23:00:00,96.67,21.02,43.96,25.87,0.41,71.33,3.5
2016-09-27 00:00:00,63.0,3.32,39.11,25.2,0.4,73.83,3.5
2016-09-27 01:00:00,55.83,10.65,21.95,24.78,0.37,75.17,3.33
2016-09-27 02:00:00,65.67,14.55,66.61,24.18,0.32,77.17,3.58
2016-09-27 03:00:00,43.0,16.3,34.34,23.78,0.3,78.67,3.5
2016-09-27 04:00:00,35.83,17.86,30.61,23.63,0.32,78.17,3.42
2016-09-27 05:00:00,26.33,18.9,28.01,23.54,0.37,78.0,3.58
2016-09-27 06:00:00,36.0,15.73,53.78,23.57,0.43,78.0,20.17
2016-09-27 07:00:00,63.36,16.97,63.13,25.21,0.63,74.17,89.58
2016-09-27 08:00:00,82.0,8.47,33.01,28.17,1.16,64.33,218.83
2016-09-27 09:00:00,34.33,17.65,21.68,30.77,1.43,55.75,339.75
2016-09-27 10:00:00,45.83,22.39,13.76,32.82,1.27,48.5,372.58
2016-09-27 11:00:00,42.67,35.49,18.58,34.26,1.63,40.92,387.92
2016-09-27 12:00:00,33.5,59.82,15.6,34.98,1.37,38.5,384.58
2016-09-27 13:00:00,46.0,79.36,27.24,34.72,1.13,38.33,303.92
2016-09-27 14:00:00,46.17,112.13,21.72,33.75,1.35,39.25,325.08
2016-09-27 15:00:00,47.0,140.57,23.65,34.18,0.95,38.5,268.33
2016-09-28 14:00:00,81.0,184.8,47.88,34.63,1.07,36.5,304.0
2016-09-28 15:00:00,89.67,194.92,56.94,34.02,0.98,36.75,215.17
2016-09-28 16:00:00,90.17,104.48,73.81,32.74,0.65,38.5,95.67
2016-09-28 17:00:00,107.33,35.6,122.09,31.42,0.71,42.58,37.67
2016-09-28 18:00:00,135.17,25.67,166.26,29.84,0.49,49.5,4.33
2016-09-28 19:00:00,115.5,24.94,211.68,28.99,0.53,52.58,3.58
2016-09-28 20:00:00,110.0,24.31,256.5,28.25,0.42,56.75,3.5
2016-09-28 21:00:00,97.5,22.35,258.56,27.31,0.36,61.83,3.75
2016-09-28 22:00:00,118.33,149.49,206.98,27.39,0.57,63.0,3.17
2016-09-28 23:00:00,161.67,120.82,144.21,26.6,0.33,66.33,3.42
2016-09-29 00:00:00,164.0,41.27,121.94,25.54,0.3,69.92,3.5
2016-09-29 01:00:00,135.17,36.38,123.42,25.01,0.3,72.83,3.58
2016-09-29 02:00:00,134.83,29.63,138.84,24.73,0.32,73.33,3.17
2016-09-29 03:00:00,103.33,23.22,52.81,24.48,0.32,75.08,3.33
2016-09-29 04:00:00,93.33,21.53,39.58,24.38,0.32,75.83,3.42
2016-09-29 05:00:00,59.67,25.02,32.48,24.36,0.4,75.17,3.5
2016-09-29 06:00:00,65.33,21.37,54.4,24.33,0.34,75.83,18.67
2016-09-29 07:00:00,110.33,21.79,68.4,25.74,0.72,72.83,85.67
2016-09-29 08:00:00,145.33,10.37,65.37,27.92,1.38,66.0,201.58
2016-09-29 09:00:00,113.67,17.73,50.29,30.22,1.39,58.67,316.25
2016-09-29 10:00:00,119.83,23.57,33.5,32.14,1.36,52.5,358.5
2016-09-29 11:00:00,105.67,30.14,31.5,33.49,1.62,47.0,368.0
2016-09-29 12:00:00,81.5,55.91,32.98,34.13,1.53,43.42,371.33
2016-09-29 13:00:00,51.5,83.88,33.52,34.75,1.41,40.0,363.42
2016-09-29 14:00:00,89.17,80.07,55.51,33.53,1.27,41.75,238.42
2016-09-29 15:00:00,91.0,82.52,57.66,32.52,1.06,44.08,194.33
2016-09-29 16:00:00,96.83,41.98,66.82,31.57,0.68,47.0,90.25
2016-09-29 17:00:00,106.33,30.02,67.6,30.23,0.46,52.75,29.92
2016-09-29 18:00:00,129.33,20.53,117.49,28.88,0.49,58.42,3.92
2016-09-29 19:00:00,106.67,18.99,112.96,28.62,0.68,59.67,3.5
2016-09-29 20:00:00,84.17,21.36,95.75,28.03,0.55,62.33,3.58
2016-09-29 21:00:00,75.5,23.96,69.82,27.45,0.96,65.0,3.33
2016-09-29 22:00:00,55.67,27.42,49.53,27.0,0.44,66.83,3.67
2016-09-29 23:00:00,73.4,26.05,51.11,26.52,0.71,68.36,3.64
2016-09-30 00:00:00,87.67,10.61,37.06,25.97,0.43,70.08,3.42
2016-09-30 01:00:00,73.91,13.79,31.88,25.24,0.38,73.25,3.42
2016-09-30 02:00:00,95.4,15.86,66.73,25.43,0.73,71.17,3.25
2016-09-30 03:00:00,60.17,18.18,31.38,25.19,0.55,71.5,3.08
2016-09-30 04:00:00,35.83,20.59,30.28,24.83,0.43,73.08,3.33
2016-09-30 05:00:00,35.17,19.25,43.11,24.24,0.32,75.5,3.5
2016-09-30 06:00:00,39.83,17.53,67.81,24.01,0.3,76.58,20.42
2016-09-30 07:00:00,63.33,19.85,71.88,25.71,0.8,71.92,88.0
2016-09-30 08:00:00,77.5,10.78,31.76,28.73,1.03,61.5,230.92
2016-09-30 09:00:00,40.67,15.42,20.04,31.3,1.03,52.83,330.25
2016-09-30 10:00:00,46.67,19.87,40.76,33.06,0.92,46.83,338.0
2016-09-30 11:00:00,59.83,31.83,43.59,33.14,1.08,46.25,304.5
2016-09-30 12:00:00,52.5,72.8,43.1,33.57,1.11,43.58,332.75
2016-09-30 13:00:00,28.83,139.87,51.4,34.39,1.21,40.5,354.67
2016-09-30 14:00:00,77.5,180.66,44.0,34.03,1.04,41.25,275.92
2016-09-30 15:00:00,101.83,168.7,48.13,32.97,0.93,43.92,194.33
2016-09-30 16:00:00,110.5,98.27,56.28,31.88,0.54,46.25,88.17
2016-09-30 17:00:00,114.0,60.17,63.23,30.34,0.35,51.58,26.5
2016-09-30 18:00:00,139.0,29.22,130.81,29.11,0.35,54.08,3.83
2016-09-30 19:00:00,115.83,23.18,269.84,28.67,0.37,56.33,3.5
2016-09-30 20:00:00,119.67,25.2,260.92,28.22,0.43,59.83,3.67
2016-09-30 21:00:00,98.0,23.39,161.97,28.2,0.41,62.67,3.33
2016-09-30 22:00:00,130.83,23.8,186.81,27.54,0.38,67.08,3.33
2016-09-30 23:00:00,176.67,25.36,301.25,26.64,0.35,71.58,3.58
2016-10-01 00:00:00,199.83,20.87,278.32,26.08,0.32,73.17,3.33
2016-10-01 01:00:00,155.33,28.63,260.87,25.44,0.3,74.75,3.67
2016-10-01 02:00:00,176.33,27.91,320.96,25.01,0.3,75.5,3.5
2016-10-01 03:00:00,120.33,30.78,252.26,24.7,0.3,77.42,3.5
2016-10-01 04:00:00,105.0,32.33,276.16,24.75,0.3,78.33,3.5
2016-10-01 05:00:00,95.17,30.03,246.61,24.61,0.3,78.17,3.5
2016-10-01 06:00:00,106.33,28.44,252.2,24.76,0.3,78.33,19.25
2016-10-01 07:00:00,158.17,22.97,214.11,26.36,0.3,73.33,74.67
2016-10-01 08:00:00,145.17,6.79,71.71,29.54,0.72,59.75,199.83
2016-10-01 09:00:00,79.33,19.52,43.45,30.88,1.66,55.33,291.67
2016-10-01 10:00:00,93.83,22.56,37.46,32.69,1.68,49.92,353.0
2016-10-01 11:00:00,82.67,30.72,39.74,33.48,1.33,48.0,340.08
2016-10-01 12:00:00,76.67,57.63,41.23,34.54,1.53,43.58,369.42
2016-10-01 13:00:00,57.67,71.83,51.18,34.87,1.27,42.75,335.17
2016-10-01 14:00:00,70.5,79.09,33.59,34.71,1.26,41.42,321.0
2016-10-01 15:00:00,66.67,83.14,29.72,33.82,1.3,43.5,238.33
2016-10-01 16:00:00,62.33,35.45,48.22,32.6,0.8,47.0,85.67
2016-10-01 17:00:00,78.17,26.53,74.92,31.06,0.42,51.08,27.0
2016-10-01 18:00:00,99.83,24.81,149.84,29.12,0.39,61.08,3.58
2016-10-01 19:00:00,118.0,39.23,314.53,28.51,0.36,65.17,3.42
2016-10-01 20:00:00,185.83,34.55,321.42,28.09,0.35,66.5,3.5
2016-10-01 21:00:00,164.5,22.43,274.01,27.92,0.33,66.33,3.5
2016-10-01 22:00:00,112.67,21.06,219.54,27.71,0.37,67.42,3.25
2016-10-01 23:00:00,116.67,21.49,192.14,27.37,0.38,69.0,3.25
2016-10-02 00:00:00,117.0,10.45,186.93,26.66,0.32,71.58,3.33
2016-10-02 01:00:00,107.83,21.1,120.15,26.48,0.35,72.08,3.25
2016-10-02 02:00:00,125.5,19.5,129.49,26.52,0.42,71.25,3.58
2016-10-02 03:00:00,69.0,24.08,96.01,26.07,0.37,73.25,3.42
2016-10-02 04:00:00,70.67,33.32,63.77,26.03,0.38,73.5,3.42
2016-10-02 05:00:00,54.5,25.51,33.05,26.07,0.65,71.33,3.5
2016-10-02 06:00:00,58.2,20.23,36.77,26.16,0.79,71.67,27.33
2016-10-02 07:00:00,79.75,22.49,38.08,27.85,0.87,67.75,107.25
2016-10-02 08:00:00,87.33,10.49,35.68,29.14,1.03,64.75,148.83
2016-10-02 09:00:00,65.83,12.93,23.14,31.97,1.35,56.83,328.0
2016-10-02 10:00:00,70.33,14.88,18.64,33.47,1.67,50.08,330.17
2016-10-02 11:00:00,45.17,18.09,24.78,34.93,1.65,44.83,363.17
2016-10-02 12:00:00,29.83,30.63,28.8,34.23,1.23,45.75,280.67
2016-10-02 13:00:00,,41.5,31.07,33.19,0.95,47.75,210.08
2016-10-02 14:00:00,43.33,49.68,25.09,32.74,0.67,49.67,208.75
2016-10-02 15:00:00,46.67,64.56,19.07,32.63,0.48,49.75,142.25
2016-10-02 16:00:00,56.33,28.23,30.41,31.7,0.32,53.83,83.5
2016-10-02 17:00:00,69.33,17.5,92.47,30.29,0.34,60.08,26.83
2016-10-02 18:00:00,104.73,25.28,150.76,28.64,0.3,67.17,3.5
2016-10-02 19:00:00,144.67,32.57,318.4,28.25,0.37,69.25,3.25
2016-10-02 20:00:00,162.0,40.77,446.56,28.19,0.32,71.25,3.5
2016-10-02 21:00:00,179.4,37.47,454.21,27.86,0.3,73.08,3.33
2016-10-02 22:00:00,184.0,26.3,476.16,27.43,0.3,74.67,3.58
2016-10-02 23:00:00,174.0,26.55,442.96,27.11,0.3,75.17,3.42
2016-10-03 00:00:00,143.5,16.87,329.04,26.36,0.3,76.17,3.67
2016-10-03 01:00:00,115.67,22.45,163.73,25.98,0.3,75.58,3.58
2016-10-03 02:00:00,107.83,25.34,222.0,26.01,0.32,76.75,3.42
2016-10-03 03:00:00,75.67,25.2,147.96,26.17,0.34,75.08,3.5
2016-10-03 04:00:00,63.5,21.23,53.37,26.45,0.32,72.75,3.42
2016-10-03 05:00:00,38.0,21.51,45.08,26.22,0.32,74.08,3.5
2016-10-03 06:00:00,56.67,23.25,87.76,25.88,0.3,76.42,9.67
2016-10-03 07:00:00,115.17,25.14,181.72,26.9,0.35,75.42,67.25
2016-10-03 08:00:00,167.33,9.69,58.78,30.32,0.76,62.58,206.25
2016-10-03 09:00:00,56.83,17.1,25.09,32.38,1.19,55.5,312.42
2016-10-03 10:00:00,92.0,18.59,17.9,34.15,1.24,48.25,355.42
2016-10-03 11:00:00,71.0,14.28,26.88,35.17,1.2,42.83,345.33
2016-10-03 12:00:00,63.33,26.05,45.68,35.7,1.23,40.5,353.5
2016-10-03 13:00:00,42.17,19.98,44.54,35.73,0.96,39.75,328.0
2016-10-03 14:00:00,34.33,32.62,20.63,35.85,0.61,38.5,301.25
2016-10-03 15:00:00,68.5,45.7,38.36,34.44,0.93,44.25,208.08
2016-10-03 16:00:00,88.91,25.14,69.1,32.21,1.11,53.58,75.42
2016-10-03 17:00:00,160.67,44.81,93.32,31.12,1.11,54.25,16.67
2016-10-03 18:00:00,122.33,18.7,134.12,30.1,0.99,59.0,3.42
2016-10-03 19:00:00,112.55,17.02,131.47,29.52,0.53,62.17,3.08
2016-10-03 20:00:00,104.5,16.68,124.67,29.13,0.47,62.75,3.25
2016-10-03 21:00:00,100.64,16.49,122.89,29.02,0.52,63.42,3.33
2016-10-03 22:00:00,133.89,15.66,138.83,28.26,0.32,68.33,3.08
2016-10-03 23:00:00,196.64,15.23,171.6,27.91,0.31,70.92,3.25
2016-10-04 00:00:00,204.83,,120.61,27.67,0.32,70.33,3.33
2016-10-04 01:00:00,166.83,10.45,73.29,27.4,0.32,71.0,3.0
2016-10-04 02:00:00,175.17,16.41,223.22,27.09,0.33,72.75,3.5
2016-10-04 03:00:00,147.83,20.54,110.11,26.84,0.32,74.5,3.25
2016-10-04 04:00:00,154.67,20.43,81.12,26.79,0.32,74.75,3.42
2016-10-04 05:00:00,143.83,21.51,96.32,26.53,0.3,76.58,3.17
2016-10-04 06:00:00,166.17,20.24,215.46,26.29,0.3,78.33,16.17
2016-10-04 07:00:00,260.0,22.16,192.79,27.64,0.35,74.25,74.08
2016-10-04 08:00:00,254.5,33.09,107.33,30.1,0.69,65.0,186.67
2016-10-04 09:00:00,155.0,90.97,48.58,32.77,0.99,53.33,299.58
2016-10-04 10:00:00,156.33,46.41,30.76,34.76,1.03,46.58,351.33
2016-10-04 11:00:00,87.91,39.77,55.5,35.26,1.04,44.67,333.92
2016-10-04 12:00:00,89.5,78.72,87.96,33.74,1.05,50.42,266.67
2016-10-04 13:00:00,100.25,74.73,64.83,33.91,1.09,46.58,231.08
2016-10-04 14:00:00,93.8,44.24,74.42,31.43,2.37,48.5,185.17
2016-10-04 15:00:00,86.33,50.97,38.97,26.72,2.03,59.0,119.33
2016-10-04 16:00:00,75.0,12.31,60.71,23.82,0.86,76.08,8.83
2016-10-04 17:00:00,86.83,13.35,147.98,23.57,0.52,80.92,5.0
2016-10-04 18:00:00,95.83,17.57,150.81,23.83,1.23,80.75,3.08
2016-10-04 19:00:00,88.33,15.22,91.52,22.97,1.49,80.33,2.92
2016-10-04 20:00:00,47.83,19.61,50.82,21.89,1.17,82.5,3.0
2016-10-04 21:00:00,11.33,16.4,66.38,22.07,0.66,82.5,3.08
2016-10-04 22:00:00,14.83,13.74,92.76,22.4,0.62,82.0,3.0
2016-10-04 23:00:00,48.67,14.67,61.64,22.52,0.84,79.92,3.25
2016-10-05 00:00:00,47.0,,59.3,22.32,0.45,80.27,3.27
2016-10-05 16:00:00,67.0,,48.29,28.14,1.03,61.0,94.08
2016-10-05 17:00:00,122.0,,116.19,27.22,0.78,63.92,27.58
2016-10-05 18:00:00,117.0,,128.82,26.41,0.55,67.5,3.83
2016-10-05 19:00:00,91.67,10.51,183.12,25.46,0.31,72.08,3.42
2016-10-05 20:00:00,91.0,12.97,261.93,25.14,0.31,76.17,3.25
2016-10-05 21:00:00,101.5,12.38,393.18,24.88,0.3,78.17,3.0
2016-10-05 22:00:00,130.83,13.92,435.03,24.53,0.3,78.92,3.17
2016-10-05 23:00:00,135.09,15.7,260.43,24.5,0.32,77.25,3.17
2016-10-06 00:00:00,108.5,,277.41,24.16,0.33,77.75,3.0
2016-10-06 01:00:00,90.5,,167.65,23.93,0.58,78.25,3.25
2016-10-06 02:00:00,107.67,3.0,223.78,24.0,0.38,77.83,3.08
2016-10-06 03:00:00,80.5,8.21,82.5,23.68,0.36,77.83,3.08
